ID,language,macroarea,glottocode,ISO6393,Latitude,Longitude,level,category,subclassification,aes,med,medovertime,bib,classification,family
coco1261,Cocopa,North America,coco1261,coc,32.376,-114.848,language,Spoken_L1_Language,coco1261:1;,3,1,"['Crawford, James Mack, Jr. 1966. The Cocopa Language. Berkeley: University of California at Berkeley dissertation. (x+252pp.)', ""Gifford, E. W. & Robert H. Lowie. 1928. Notes on the Akwa'ala Indians of Lower California. University of California Publications in American Anthropology and Ethnologuy 23(7). 339-352."", 'Thomas, Cyrus & John R. Swanton. 1911. Indian Languages of Mexico and Contral America, and their Geographical Distribution. (Bureau of American Ethnology Bulletin, 44.) Washington: Smithsonian Institution. 125pp.']",True,coch1271/yuma1250/gene1244/delt1253,Cochimi-Yuman
zilm1238,Zilmamu,Africa,zilm1238,NA,6.16512,34.943600000000004,dialect,Dialect,zilm1238:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
bale1254,Balesi,Africa,bale1254,NA,5.58318,35.18835,dialect,Dialect,bale1254:1;,3,3,"['Dimmendaal, Gerrit J. 2001. Areal Diffusion versus Genetic Inheritance: An African Perspective. In Alexandra Aikhenvald and R. M. W. Dixon (eds.), Areal Diffusion and Genetic Inheritance, 358-392. Oxford: Oxford University Press.']",True,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
suri1268,Suri (Kacipo-Balesi),Africa,suri1268,NA,6.16512,34.943600000000004,dialect,Dialect,suri1268:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
kaci1245,Kacipo,Africa,kaci1245,NA,6.16512,34.943600000000004,dialect,Dialect,kaci1245:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
west2496,Western Suri,Africa,west2496,NA,6.16512,34.943600000000004,dialect,Dialect,west2496:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
kich1261,Kichepo,Africa,kich1261,NA,6.16512,34.943600000000004,dialect,Dialect,kich1261:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/baal1234/kaci1244,Surmic
olam1240,Olam,Africa,olam1240,NA,6.69756,33.988,dialect,Dialect,olam1240:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/didi1256/murl1244,Surmic
loti1239,Lotilla,Africa,loti1239,NA,6.69756,33.988,dialect,Dialect,loti1239:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/didi1256/murl1244,Surmic
boma1247,Boma (Surmic),Africa,boma1247,NA,6.69756,33.988,dialect,Dialect,boma1247:1;,NA,NA,NA,NA,surm1244/sout2836/sout2838/didi1256/murl1244,Surmic
didi1258,Didinga,Africa,didi1258,did,4.21489,33.6869,language,Spoken_L1_Language,didi1258:1;,1,2,"['Lohitare, Loki Dominic, Darius Lokure Beato Lohammarimoi, Dominic Timan Peter & Peter Lopeyok Joseph. 2012. Didinga Grammar Book. Juba: Ms., SIL Sudan. 162pp.', 'Rosato, Michele. 1980. Didinga (= Didiŋa) Grammar and Dictionary (Sudan- Equatoria). Edited by Stefano Santandrea edn. Rome: Missionari Comboniani. 154pp.', 'Driberg, Jack H. 1931. The Didinga Language (Sudan). Mittheilungen des Seminars für Orientalische Sprachen XXXIV(III. Abt.) 139-182.', 'Huntingford, G. W. B. 1929-1930. Studies in Nandi Etymology. Bibliotheca Africana III. 35-50, 146-60, 317-326.', 'Driberg, J. H. 1925. Didinga Customary Law. Sudan Notes and Records 8. 153-175.', 'Driberg, J. H. 1922. A Preliminary Account of the Didinga. Sudan Notes and Records 5. 208-222.']",True,surm1244/sout2836/sout2838/didi1256/didi1257,Surmic
nari1240,Narim,Africa,nari1240,loh,4.80331,33.3312,language,Spoken_L1_Language,nari1240:1;,3,2,"['Joseph, Clement Lopeyok, Michael Vorgol Lochule, Joseph Celestine Lolar, Lolar John Hillary & Davĩd Nyangamoi Nayoro. 2013. Laarim Grammar Book. Juba: Ms., SIL Sudan. 142pp.', 'Driberg, Jack H. 1927. Notes on dreams among the Lango and the Didinga of the south-eastern Sudan. Man: a record of anthropological science 27. 141-143 (art. 94.', 'Driberg, J. H. 1922. A Preliminary Account of the Didinga. Sudan Notes and Records 5. 208-222.']",True,surm1244/sout2836/sout2838/didi1256/didi1257,Surmic
murs1242,Mursi,Africa,murs1242,muz,5.69801,36.0971,language,Spoken_L1_Language,murs1242:1;,3,0,"['Worku, Firew Girma. 2020. A grammar of Mursi, a Nilo-Saharan language. James Cook University dissertation. (xxi+668pp.)', 'Turton, David & M. Lionel Bender. 1976. Mursi. In Bender, M. Lionel (ed.), The Non-Semitic Languages of Ethiopia, 533-561. East Lansing, Michigan: African Studies Center, Michigan State University.', 'Haberland, Eike. 1966. Zur Sprache der Bodi, Mursi und Yidenič in Südwest-äthiopien. In Lukas, Johannes (ed.), Neue Afrikanistische Studien, 87-99. Hamburg: Deutsches Institut für Afrika-Forschung.', 'Rossini, Carlo Conti. 1927. Sui Linguaggi Parlati a Nord dei Laghi Rodolfo e Stefania. In Boas, Franz and Dempwolff, Otto and Panconcelli-Calzia, Giulio and Werner, Alice and Westermann, Diedrich (eds.), Festschrift Meinhof, 247-255. Hamburg: L. Friederichsen.']",True,surm1244/sout2836/sout2837/past1248/suri1266,Surmic
suri1267,Tirma-Chai,Africa,suri1267,suq,6.03205,35.0823,language,Spoken_L1_Language,"(chai1252:1,tirm1240:1)suri1267:1;",2,1,"['Bryant, Michael G. 1999. Aspects of Tirmaga Grammar. Ann Arbor: University of Texas at Arlington MA thesis. (ix+152pp.)', 'Last, Marco. 1995. Aspects of Chai grammar. Rijksuniversiteit te Leiden MA thesis. (xv+167pp.)', 'Lucassen, Deborah. 1994. Notes on Chai. Rijksuniversiteit te Leiden MA thesis.', 'Abbink, Jon. 1993. Suri-English Basic Vocabulary. Frankfurter Afrikanistische Blätter 5. 39-64.', 'Cerulli, Enrico. 1942. Il linguaggio dei Tirma, popolazione della zona del Lago Rodolfo. Oriente moderne 22. 26-35.', ""Marchetti, Marco. 1939. Notizie sulle popolazione del Tirma, Tid e Zilmamo. Archivio per l'antropologia e l'etnologia 69. 59-76."", ""Viezzer, Claudio. 1938. Diario una carovana die missione geomineraria di Bonga-Magi-Tirma dell'ovest etiopico. Rassegna mineraria mensile 17. 404-425."", 'Dave, Trimbaklal N. 1935. A study of the Gujarāti language in the 16th century (v. S.) with special reference to MS Balavabodha to Upadeśmala (Suri). London: Royal Asiatic Society.']",True,surm1244/sout2836/sout2837/past1248/suri1266,Surmic
bodi1253,Bodi,Africa,bodi1253,NA,6.40227,36.00515,dialect,Dialect,bodi1253:1;,3,4,"['Aristar, Anthony, Helen Aristar-Dry & Yichun Xie. 2012. LL-MAP (Language and Location: A Map Accessibility Project).', '2007. 2007 Population and Housing Census of Ethiopia.', '1998. 1994 Population and Housing Census of Ethiopia, Results at Country Level. (1.) Addis Ababa: Central Statistical Office. (Reproduced online by Hudson, 2006).']",True,surm1244/sout2836/sout2837/past1248/meen1242,Surmic
tish1239,Tishena,Africa,tish1239,NA,6.63207,35.6255,dialect,Dialect,tish1239:1;,NA,NA,NA,NA,surm1244/sout2836/sout2837/past1248/meen1242,Surmic
bomf1238,Xeruã,South America,bomf1238,NA,-6.74962,-67.5029,dialect,Dialect,bomf1238:1;,NA,NA,NA,NA,araw1282/madi1262/madi1263/deni1241/mamo1239,Arawan
inau1238,Cuniuá,South America,inau1238,NA,-6.74962,-67.5029,dialect,Dialect,inau1238:1;,NA,NA,NA,NA,araw1282/madi1262/madi1263/deni1241/mamo1239,Arawan
rrkp1234,Rrkphadha,Africa,rrkp1234,NA,2.1898,30.6794,dialect,Dialect,rrkp1234:1;,NA,NA,NA,NA,cent2225/lend1246/bale1255/lend1245/cent2349,Central Sudanic
pidh1238,Pidha,Africa,pidh1238,NA,2.1898,30.6794,dialect,Dialect,pidh1238:1;,NA,NA,NA,NA,cent2225/lend1246/bale1255/lend1245/cent2349,Central Sudanic
tadh1238,Tadha,Africa,tadh1238,NA,2.1898,30.6794,dialect,Dialect,tadh1238:1;,NA,NA,NA,NA,cent2225/lend1246/bale1255/lend1245/sout3289,Central Sudanic
djad1245,Djadha,Africa,djad1245,NA,2.1898,30.6794,dialect,Dialect,djad1245:1;,NA,NA,NA,NA,cent2225/lend1246/bale1255/lend1245/sout3289,Central Sudanic
dogo1296,Dogo,Africa,dogo1296,NA,3.56039,30.556,dialect,Dialect,dogo1296:1;,NA,NA,NA,NA,cent2225/moru1252/cent2043/kali1312/keli1248,Central Sudanic
west2490,Western Keliko,Africa,west2490,NA,3.56039,30.556,dialect,Dialect,west2490:1;,NA,NA,NA,NA,cent2225/moru1252/cent2043/kali1312/keli1248,Central Sudanic
east2417,Eastern Keliko,Africa,east2417,NA,3.56039,30.556,dialect,Dialect,east2417:1;,NA,NA,NA,NA,cent2225/moru1252/cent2043/kali1312/keli1248,Central Sudanic
didi1255,Didi,Africa,didi1255,NA,3.56039,30.556,dialect,Dialect,didi1255:1;,NA,NA,NA,NA,cent2225/moru1252/cent2043/kali1312/keli1248,Central Sudanic
sara1318,Sara Peripherique,Africa,sara1318,NA,8.6063625,19.698225,family,Family,"((furu1242:1,(sara1319:1,(kuru1304:1,mara1395:1,siim1238:1)sara1322:1,(bang1359:1,dunj1238:1,naaa1246:1,tiee1238:1)sara1321:1)sara1348:1)barh1234:1,(disa1239:1,(kurm1244:1,sooo1255:1)kulf1238:1)koul1239:1)sara1318:1;",NA,NA,NA,NA,cent2225/sara1341/sbbo1237/nucl1719/sara1349,Central Sudanic
cent2044,Sara Central,Africa,cent2044,NA,8.515018611111113,17.024813888888886,family,Family,"(((nucl1424:1,penn1241:1)gula1268:1,horo1247:1,(maji1238:1,narr1278:1,nooo1238:1)sarr1246:1)sara1344:1,(((kaba1293:1,laka1252:1)kaba1281:1,(bemo1238:1,goul1238:1,mang1397:1,main1274:1,paii1251:1)laka1254:1)gore1234:1,(bema1240:1,beno1238:1,kere1284:1,lara1259:1,muru1268:1)ngam1268:1)sara1345:1,(((bodo1273:1,yamo1247:1)gorr1238:1,mang1398:1,(bebo1242:1,nucl1425:1,yomm1243:1)bedj1245:1)bedi1236:1,(dagb1248:1,(bbat1238:1,bedj1244:1,bede1243:1,kann1257:1,moug1238:1,ngok1244:1)mbay1241:1,(klee1238:1,konn1243:1,ngam1271:1,ngam1270:1,ngam1272:1)ngam1269:1)sido1234:1)sara1346:1)cent2044:1;",NA,NA,NA,NA,cent2225/sara1341/sbbo1237/nucl1719/sara1349,Central Sudanic
bagi1248,Bagirmic,Africa,bagi1248,NA,11.76179611111111,16.851155555555557,family,Family,"((bang1360:1,damm1238:1,goll1238:1,kiba1246:1)bagi1246:1,(bana1285:1,bana1284:1,bidj1247:1,bolo1265:1,ceng1238:1)keng1240:1,((gula1269:1,(bayo1257:1,morb1238:1,nucl1426:1)moro1281:1)bayo1261:1,jaya1242:1,((bolo1264:1,mana1291:1,mond1264:1,yiry1246:1)bera1261:1,(bila1256:1,kuka1247:1,medo1242:1)naba1253:1)naba1258:1)moro1296:1)bagi1248:1;",NA,NA,NA,NA,cent2225/sara1341/sbbo1237/nucl1719/sara1349,Central Sudanic
gula1266,Gula (Central African Republic),Africa,gula1266,kcm,9.49092,23.3805,language,Spoken_L1_Language,"((bubu1235:1,koto1271:1,koyo1246:1,ngur1264:1,zura1238:1)gula1267:1,(fong1243:1,molo1258:1,motm1238:1,mele1249:1,mere1241:1)mere1247:1,sarr1245:1)gula1266:1;",2,0,"['Nougayrol, Pierre. 1999. Les Parlers Gula: Centrafrique, Soudan, Tchad. (Collection Sciences du Langage.) Paris: Centre National de la Récherche Sciéntifique. 382pp.', 'Dalmais, Paul. 1961. Sondages linguistiques sur differents dialectes apparentes au sara: Kenga, Medogo, Kara, Goula Mamoun, Youlou. (Bibliothèque Tchadienne (Linguistique), 13.) Fort-Lamy: Evêché. 56pp.']",True,cent2225/sara1341/sbbo1237/nucl1719/ferg1237,Central Sudanic
kara1482,Kara (Central African Republic),Africa,kara1482,kah,9.99526,22.9947,language,Spoken_L1_Language,"(bubu1234:1,ngur1266:1)kara1482:1;",3,2,"['Boyeldieu, Pascal. 1987. Les langues fer (""kara"") et yulu du nord centrafricain: esquisses descriptives et lexiques. (Publ. du Dépt. Languages et Parole en Afrique Central (LAPAC, bl. du Dépt. Languages et Parole en Afrique Central (LAPAC).) Paris: Geuthner. 280pp. (French, Kara (Central African Republic and Sudan), and Yulu Bibliography: p. [273]-275).', 'Santandrea, Stefano. 1970. Brief Grammar Outlines of the Yulu and Kara Languages (Bahr el Ghazal, Sudan- Central African Republic). (Museum Combonianum, 25.) Bologna, Italy: Rome: Sodality of St.~Peter Claver. 236pp.', 'Struck, B. 1930. Die Gbaya-Sprache (Dar-Fertit). Mittheilungen des Seminars für Orientalische Sprachen XXIII. 53-82.', 'Rüppell, Eduard. 1829. Reisen in Nubien, Kordofan und dem peträischen Arabien. Frankfurt am Main: Friedrich Wilmans. xxvi+388pp.']",True,cent2225/sara1341/sbbo1237/nucl1719/ferg1237,Central Sudanic
vale1250,Vale,Africa,vale1250,vae,7.49943,18.55852,language,Spoken_L1_Language,"(nucl1422:1,tana1279:1)vale1250:1;",1,3,"['Olson, Kenneth S. 2024. A preliminary phonology of Vale. In Yaqian Huang and Jun Jie Lim and Sharon Rose and Anthony Struthers-Young and Nina Kaldhol (eds.), ACAL in SoCAL: Selected papers from the 53rd Annual Conference on African Linguistics, 455-474. Berlin: Language Science Press.', ""Gaudefroy-Demombynes, Maurice. 1907. Document sur les Langues de l'Oubangui-Chari. In Actes du XVIe Congrès International des Orientalistes, Alger, 1905, Part II, 172-330. Paris: Ernest Leroux."", ""Bruel, Georges. 1905. Le cercle du Moyen-Logone. Paris: Comité de l'Afrique Française. 131pp.""]",True,cent2225/sara1341/sbbo1237/nucl1719/ndug1243,Central Sudanic
luto1241,Lutos,Africa,luto1241,ndy,8.52074,19.0071,language,Spoken_L1_Language,"(kong1291:1,nduk1240:1,nucl1423:1,wada1261:1)luto1241:1;",2,2,"['Sélézilo, Apollinaire & André Mololi. 2013. Le Ndòkà, langue Sara-Bongo-Baguirimienne de Centrafrique: phonologie, morphophonologie et morphologie. [Central African Republic]: Édition Compétence Césaline. 286pp.', 'B.R., Ndoko. 1991. Esquisse phonologique du lútò.', ""Moundo, E. 1975. Les Ruto ou Rito et leur langue. Université de N'Djamena MA thesis."", 'Modat, J. J. V. 1912. Une Tournée en Pays Fertyt. Renseignements Coloniaux et Documents 1912(5, 6, 7). 177-198, 218-237, 270-289.']",True,cent2225/sara1341/sbbo1237/nucl1719/ndug1243,Central Sudanic
nyam1279,Nyamusa-Molo,Africa,nyam1279,nwm,5.89708,30.3658,language,Spoken_L1_Language,"(molo1259:1,nyam1280:1)nyam1279:1;",3,4,"['Persson, Andrew M. 1997. Grouping of the Bongo-Baka Languages. Occasional Papers in the Study of Sudanese Languages 7. 19-39.', 'Evans-Pritchard, Edward E. 1937. The Non-Dinka Peoples of the Amadi and Rumbek Districts. Sudan Notes and Records XX(I). 156-159.']",True,cent2225/sara1341/moro1282/moro1293/lori1239,Central Sudanic
jurm1239,Jur Modo,Africa,jurm1239,bex,6.03321,29.974,language,Spoken_L1_Language,"(modo1248:1,wetu1238:1,wira1263:1)jurm1239:1;",1,2,"['Andersen, Torben. 1981. A grammar of Modo: A preliminary sketch. Aalborg (Denmark): Denmark: University Centre of Aalborg. iii+132pp.', 'Scruggs, Terri R. 1980. Notes on African linguistics. Work papers of the Summer Institute of Linguistics, University of North Dakota session 24. 142-169.', 'Smith, Richard D. 1977. Jur Modo phonemics and vowel harmony.', 'Evans-Pritchard, Edward E. 1937. The Non-Dinka Peoples of the Amadi and Rumbek Districts. Sudan Notes and Records XX(I). 156-159.']",True,cent2225/sara1341/moro1282/moro1293/lori1239,Central Sudanic
moro1284,Morokodo,Africa,moro1284,mgc,5.5103,30.0229,language,Spoken_L1_Language,"(biti1246:1,madu1246:1,nucl1428:1)moro1284:1;",3,3,"['Persson, Andrew M. 1997. Grouping of the Bongo-Baka Languages. Occasional Papers in the Study of Sudanese Languages 7. 19-39.', 'Evans-Pritchard, Edward E. 1937. The Non-Dinka Peoples of the Amadi and Rumbek Districts. Sudan Notes and Records XX(I). 156-159.', 'Keane, A. H. 1885. Ethnology of Egyptian Sudan. Journal of the Anthropological Institute of Great Britain and Ireland 14. 91-113.', 'Nachtigal, Gustav. 1881/1987. Sahara and Sudan, 3: The Chad Basin and Bagirmi. Translated from German with a new introduction and notes by Allan G.B. Fisher and Humphrey J. Fisher edn. London & Atlantic Highlands NJ: C. Hurst & Co.; Humanities Press.']",True,cent2225/sara1341/moro1282/moro1293/gber1234,Central Sudanic
moda1242,Mo'da,Africa,moda1242,gbn,6.1463,29.7355,language,Spoken_L1_Language,moda1242:1;,3,3,"['Persson, Andrew M. 1997. Grouping of the Bongo-Baka Languages. Occasional Papers in the Study of Sudanese Languages 7. 19-39.', 'Evans-Pritchard, Edward E. 1937. The Non-Dinka Peoples of the Amadi and Rumbek Districts. Sudan Notes and Records XX(I). 156-159.', ""Vinson, Julien. 1911. Les langues Kol ou Muex͡tsubdotnex͡tsubdotd. L'Année Linguistique IV. 105-115.""]",True,cent2225/sara1341/moro1282/moro1293/gber1234,Central Sudanic
mitt1253,Mittu,Africa,mitt1253,mwu,7.45616,29.0002,language,Spoken_L1_Language,mitt1253:1;,6,4,"['Evans-Pritchard, Edward E. 1937. The Non-Dinka Peoples of the Amadi and Rumbek Districts. Sudan Notes and Records XX(I). 156-159.', 'Schweinfurth, Georg August. 1872-1873. Völkerskizzen aus dem Gebiete des Bachr el Ghasal. Globus 22, 22, 22, 23, 23, 23. 74-77, 88-90, 225-228, 1-6, 23-25, 39-41.']",True,cent2225/sara1341/moro1282/moro1293/gber1234,Central Sudanic
sopi1241,Sopi (South Sudan),Africa,sopi1241,NA,6.40428,29.7954,dialect,Dialect,sopi1241:1;,NA,NA,NA,NA,cent2225/sara1341/moro1282/moro1293/beli1257,Central Sudanic
bahr1243,Bahri Girinti,Africa,bahr1243,NA,6.40428,29.7954,dialect,Dialect,bahr1243:1;,NA,NA,NA,NA,cent2225/sara1341/moro1282/moro1293/beli1257,Central Sudanic
wulu1239,Wulu,Africa,wulu1239,NA,6.40428,29.7954,dialect,Dialect,wulu1239:1;,NA,NA,NA,NA,cent2225/sara1341/moro1282/moro1293/beli1257,Central Sudanic
vuku1238,Vukutu,Africa,vuku1238,NA,1.3,29.3,dialect,Dialect,vuku1238:1;,NA,NA,NA,NA,cent2225/memb1239/mang1425/lese1245/lese1243,Central Sudanic
fare1242,Fare,Africa,fare1242,NA,1.3,29.3,dialect,Dialect,fare1242:1;,NA,NA,NA,NA,cent2225/memb1239/mang1425/lese1245/lese1243,Central Sudanic
arum1242,Arumbi,Africa,arum1242,NA,1.3,29.3,dialect,Dialect,arum1242:1;,NA,NA,NA,NA,cent2225/memb1239/mang1425/lese1245/lese1243,Central Sudanic
lese1244,Lese Karo,Africa,lese1244,NA,1.3,29.3,dialect,Dialect,lese1244:1;,NA,NA,NA,NA,cent2225/memb1239/mang1425/lese1245/lese1243,Central Sudanic
ndes1238,Ndese,Africa,ndes1238,NA,1.3,29.3,dialect,Dialect,ndes1238:1;,NA,NA,NA,NA,cent2225/memb1239/mang1425/lese1245/lese1243,Central Sudanic
cuic1234,Cuicatec,North America,cuic1234,NA,17.82945,-96.72625,family,Family,"((sant1437:1)tepe1280:1,teut1235:1)cuic1234:1;",NA,NA,NA,NA,otom1299/east2557/amuz1253/mixt1422/mixt1423,Otomanguean
mixt1427,Mixtec,North America,mixt1427,NA,17.478540917716387,-97.65132924642636,family,Family,"(amol1236:1,(nort2986:1,(sans1274:1)sila1250:1)cent2266:1,((chay1249:1,jami1235:1,(sant1441:1)tutu1243:1)east2746:1,ixta1235:1,(pino1237:1,sanj1281:1,sant1436:1)west2832:1)coas1316:1,(diux1235:1,(sout3002:1,(huit1252:1,mitl1235:1,(sanm1294:1,sind1277:1)sind1284:1,tama1339:1,yuta1240:1)teoz1234:1,((sanm1297:1,sant1445:1,sant1446:1)peno1244:1,tlaz1235:1)tlaz1238:1)sout3400:1,tida1235:1)east2735:1,((metl1238:1,(coic1238:1,cuev1239:1,sanj1280:1,sanm1291:1)west2643:1)coic1240:1,((atla1271:1,cuat1239:1,plan1238:1,poto1253:1,toto1307:1)alac1244:1,(petl1238:1,xoch1238:1)alco1235:1,(ayut1236:1,yolo1241:1)sout3401:1)nucl1835:1)guer1245:1,juxt1235:1,(mixt1425:1,yucu1254:1)mixt1430:1,(apas1235:1,soya1236:1)nort3198:1,(coat1241:1,cuya1240:1)nort3199:1,(chaz1235:1,chig1239:1,sout3001:1)nort3200:1,(caca1250:1,(tezo1239:1,yucu1251:1)tezo1238:1)tezo1241:1,((mont1271:1,yoso1238:1)nort2985:1,(sant1438:1)ocot1243:1,(((atat1238:1,sant1439:1)atat1240:1,itun1239:1,(sanm1296:1,sanp1259:1,sant1443:1,sant1442:1)sanm1295:1,(sini1243:1,tija1235:1)sini1248:1,yoso1239:1)chal1278:1,(nuyo1238:1,yucu1249:1)sout3000:1)sout3402:1,((sana1284:1,sanc1244:1,sanm1293:1,sanm1292:1,sant1440:1)magd1235:1,taca1257:1,((sanj1292:1,sant1444:1)sanj1282:1,yucu1250:1)yucu1256:1)tlax1236:1)west2824:1)mixt1427:1;",NA,NA,NA,NA,otom1299/east2557/amuz1253/mixt1422/mixt1423,Otomanguean
sanm1298,San Martín Itunyoso Triqui,North America,sanm1298,trq,17.2428,-97.9202,language,Spoken_L1_Language,sanm1298:1;,2,3,"['DiCanio, Christian Thomas. 2016. Tonal classes in Itunyoso Trique person morphology. In Palancar, Enrique and Léonard, Jean-Léo (eds.), Tone and Inflection: New Facts and New Perspectives, 225-266. Berlin: Mouton de Gruyter.', 'DiCanio, Christian T. 2012. Coarticulation between Tone and Glottal Consonants in Itunyoso Trique. Journal of Phonetics 40. 162-176.', 'DiCanio, Christian Thomas. 2008. The Phonetics and Phonology of San Martín Itunyoso Trique. Zugl.: Berkeley: University of California at Berkeley dissertation. (295pp.)']",True,otom1299/east2557/amuz1253/mixt1422/triq1251,Otomanguean
chic1273,Chicahuaxtla Triqui,North America,chic1273,trs,17.1628,-97.8547,language,Spoken_L1_Language,(lagu1250:1)chic1273:1;,2,2,"['Belmar, Francisco. 1897. Ensayo sobre la lengua Trike. Oaxaca: Imprenta del Lorenzo San-German. 64pp.']",True,otom1299/east2557/amuz1253/mixt1422/triq1251,Otomanguean
copa1237,Copala Triqui,North America,copa1237,trc,17.1541,-97.9826,language,Spoken_L1_Language,copa1237:1;,2,0,"['Hollenbach, Barbara Elaine. 1984. The Phonology and Morphology of Tone and Laryngeals in Copala Trique. Tuscon, Arizona: University of Arizona dissertation. (424pp.) (Includes bibliographical references p. 395-402, 424pp.)', 'Cervantes Feria, Ivo. 1970. Fonología, morfología y sintaxis de la lengua snazia trique de San Juan de Copala. Escuela Nacional de Antropología e Historia, México, D. F dissertation. (171pp.)', 'Mechling, William H. 1912. The Indian Linguistic Stocks of Oaxaca. American Anthropologist 14(4). 643-682.']",True,otom1299/east2557/amuz1253/mixt1422/triq1251,Otomanguean
choc1278,Chocho-Popolocan,North America,choc1278,NA,18.11989666666667,-97.40572592592596,family,Family,"(choc1279:1,(sanl1248:1,sanm1301:1,((sanm1302:1,sanv1243:1)coyo1236:1,sanj1285:1,(mezo1235:1,(huej1238:1,sant1453:1)sanf1264:1,(ahua1238:1,todo1238:1)sant1454:1)tepe1282:1)sout3385:1)popo1294:1)choc1278:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/popo1293/ixca1247,Otomanguean
ixca1245,Ixcatec,North America,ixca1245,ixc,17.7597,-97.1242,language,Spoken_L1_Language,ixca1245:1;,5,2,"['Miranda, María Teresa Fernández de. 1961. Diccionario ixcateco. (Publicaciones / Dirección de Investigaciones Antropológicas, 7.) México: Instituto Nacional de Antropología e Historia. 207pp.', 'Fernández Carrillo, María Teresa. 1950. Fonémica del ixcateco. México: Escuela Nacional de Antropología e Historia MA thesis. (128pp.)', 'Mechling, William H. 1912. The Indian Linguistic Stocks of Oaxaca. American Anthropologist 14(4). 643-682.']",True,otom1299/east2557/popo1292/popo1293/ixca1247,Otomanguean
chiq1250,Chiquihuitlán Mazatec,North America,chiq1250,maq,18.0541,-96.6659,language,Spoken_L1_Language,chiq1250:1;,3,1,"['Jamieson, Carole VandenHoek de. 1988. Gramática Mazateca: Mazateco de Chiquihuitlán de Juarez. (Gramáticas de Lenguas Indígenas de México, 7.) Mexico: México: Instituto Lingüístico de Verano. vii+176pp.', 'Jamieson, Allan R. & Ernesto Tejeda. 1978. Mazateco: Chiquihuitlán, Oaxaca. (Archivo de Lenguas Indígenas de México, 5.) Mexico: Centro de Investigación para la Integración Social. 151pp.', 'Jamieson, Allan R. 1977. Chiquihuitlan Mazatec tone. In William R. Merrifield (ed.), Studies in Otomanguean phonology, 107-136. Dallas: Summer Institute of Linguistics and the University of Texas at Arlington.', 'Jamieson, Carole. 1974. Chiquihuitlan Mazatec phrases. SIL Mexico Workpapers 1. 1-7.', 'Kirk, Paul Livingston. 1966. Proto-Mazatec phonology. University of Bothell dissertation. (viii+502pp.) (Ph.D. Dissertation. University of Washington, viii+502pp.)', 'Gudschinsky, Sarah C. 1956. Proto-Mazatec structure. University of Pennsylvania MA thesis. (37pp.)']",True,otom1299/east2557/popo1292/popo1293/maza1295,Otomanguean
vall1259,Valley Mazatec,North America,vall1259,NA,18.1199625,-96.5309625,family,Family,"((ayau1235:1,(ixca1246:1,soya1237:1)nort3406:1)ayau1236:1,jala1237:1)vall1259:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/popo1293/maza1295,Otomanguean
teco1234,Northwest Alta Mazatec,North America,teco1234,NA,18.24025,-96.93635,family,Family,"((sanf1265:1,sanl1250:1,sant1456:1)pueb1234:1,(sana1287:1,sanl1249:1,sans1275:1,sant1455:1)sanj1286:1)teco1234:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/popo1293/maza1295,Otomanguean
maza1309,Central Mazatec,North America,maza1309,NA,18.16925,-96.80645,family,Family,"((sanm1303:1,sanm1304:1)huau1238:1,(loma1263:1,zoya1238:1)maza1296:1)maza1309:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/popo1293/maza1295,Otomanguean
teoj1234,Teojomulco Chatino,North America,teoj1234,NA,16.590622,-97.224437,language,Spoken_L1_Language,teoj1234:1;,6,4,"['Sullivant, J. Ryan. 2016. Reintroducing Teojomulco Chatino. International Journal of American Linguistics 82(4). 393-423.', 'Belmar, Francisco. 1902. Dialectos. In Investigaciones sobre la lengua Chatina, 12-19. Oaxaca: Imprenta del Comercio.']",True,otom1299/east2557/popo1292/zapo1436/chat1268,Otomanguean
core1263,Core Chatino,North America,core1263,NA,16.3797750286365,-97.41833654091664,family,Family,"(((east2558:1,nopa1235:1,(pani1261:1,sanj1283:1,yait1239:1)west2644:1,zaca1242:1)east2736:1,tata1258:1)coas1314:1,zenz1235:1)core1263:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/zapo1436/chat1268,Otomanguean
solt1234,Soltec,North America,solt1234,NA,16.54,-96.96,language,Spoken_L1_Language,solt1234:1;,6,4,"['Mechling, William H. 1912. The Indian Linguistic Stocks of Oaxaca. American Anthropologist 14(4). 643-682.']",True,otom1299/east2557/popo1292/zapo1436/zapo1437,Otomanguean
west2645,West Zapotec,North America,west2645,NA,16.826625,-97.02382500000002,family,Family,"(toto1308:1,(elal1235:1,lach1249:1)west2646:1)west2645:1;",NA,NA,NA,NA,otom1299/east2557/popo1292/zapo1436/zapo1437,Otomanguean
